2.807753188775330422e-01,9.211652203092196567e-01
2.808112819097407509e-01,9.211450239522080974e-01
2.808472449419485151e-01,9.211248250085171119e-01
2.808832079741562238e-01,9.211046234781469222e-01
2.809191710063639880e-01,9.210844193610971953e-01
2.809551340385716967e-01,9.210642126573682642e-01
2.809910970707794609e-01,9.210440033669597959e-01
2.810270601029871695e-01,9.210237914898720124e-01
2.810630231351949337e-01,9.210035770261049137e-01
2.810989861674026424e-01,9.209833599756583888e-01
2.811349491996104066e-01,9.209631403385324377e-01
2.811709122318181153e-01,9.209429181147272825e-01
2.812068752640258240e-01,9.209226933042425900e-01
2.812428382962335882e-01,9.209024659070785823e-01
2.812788013284412969e-01,9.208822359232352595e-01
2.813147643606490611e-01,9.208620033527125104e-01
2.813507273928567698e-01,9.208417681955103351e-01
2.813866904250645340e-01,9.208215304516289557e-01
2.814226534572722427e-01,9.208012901210680390e-01
2.814586164894800069e-01,9.207810472038278071e-01
2.814945795216877156e-01,9.207608016999082601e-01
2.815305425538954243e-01,9.207405536093092868e-01
2.815665055861031885e-01,9.207203029320308874e-01
2.816024686183108972e-01,9.207000496680732837e-01
2.816384316505186614e-01,9.206797938174361429e-01
2.816743946827263700e-01,9.206595353801196868e-01
2.817103577149341342e-01,9.206392743561238046e-01
2.817463207471418429e-01,9.206190107454487181e-01
2.817822837793496071e-01,9.205987445480940945e-01
2.818182468115573158e-01,9.205784757640601557e-01
2.818542098437650800e-01,9.205582043933469016e-01
2.818901728759727887e-01,9.205379304359542214e-01
2.819261359081804974e-01,9.205176538918821150e-01
2.819620989403882616e-01,9.204973747611306933e-01
2.819980619725959703e-01,9.204770930436999565e-01
2.820340250048037345e-01,9.204568087395896825e-01
2.820699880370114432e-01,9.204365218488002043e-01
2.821059510692192074e-01,9.204162323713312999e-01
2.821419141014269161e-01,9.203959403071830803e-01
2.821778771336346803e-01,9.203756456563553234e-01
2.822138401658423890e-01,9.203553484188483624e-01
2.822498031980501532e-01,9.203350485946619752e-01
2.822857662302578619e-01,9.203147461837961618e-01
2.823217292624655705e-01,9.202944411862510332e-01
2.823576922946733347e-01,9.202741336020265894e-01
2.823936553268810434e-01,9.202538234311227194e-01
2.824296183590888076e-01,9.202335106735394232e-01
2.824655813912965163e-01,9.202131953292768118e-01
2.825015444235042805e-01,9.201928773983348853e-01
2.825375074557119892e-01,9.201725568807135325e-01
2.825734704879197534e-01,9.201522337764127535e-01
2.826094335201274621e-01,9.201319080854326593e-01
2.826453965523351708e-01,9.201115798077732499e-01
2.826813595845429350e-01,9.200912489434343033e-01
2.827173226167506437e-01,9.200709154924161526e-01
2.827532856489584079e-01,9.200505794547185756e-01
2.827892486811661166e-01,9.200302408303415724e-01
2.828252117133738808e-01,9.200098996192852541e-01
2.828611747455815895e-01,9.199895558215495095e-01
2.828971377777893537e-01,9.199692094371344497e-01
2.829331008099970624e-01,9.199488604660400748e-01
2.829690638422048266e-01,9.199285089082661626e-01
2.830050268744125352e-01,9.199081547638130463e-01
2.830409899066202439e-01,9.198877980326805037e-01
2.830769529388280081e-01,9.198674387148685350e-01
2.831129159710357168e-01,9.198470768103772510e-01
2.831488790032434810e-01,9.198267123192065409e-01
2.831848420354511897e-01,9.198063452413565155e-01
2.832208050676589539e-01,9.197859755768271750e-01
2.832567680998666626e-01,9.197656033256184083e-01
2.832927311320744268e-01,9.197452284877302153e-01
2.833286941642821355e-01,9.197248510631627072e-01
2.833646571964898442e-01,9.197044710519157729e-01
2.834006202286976084e-01,9.196840884539895233e-01
2.834365832609053171e-01,9.196637032693838476e-01
2.834725462931130813e-01,9.196433154980988567e-01
2.835085093253207900e-01,9.196229251401344396e-01
2.835444723575285542e-01,9.196025321954907072e-01
2.835804353897362629e-01,9.195821366641676597e-01
2.836163984219440271e-01,9.195617385461650750e-01
