9.999999999990000324e-07,9.999999999990000324e-07,9.999999999990001331e-01
1.007219932610529656e-06,7.246186565543379435e-03,9.999737460449864557e-01
1.014490443134699990e-06,1.459698479330503659e-02,9.998934583413949806e-01
1.021810251572066279e-06,2.205345866702301469e-02,9.997567929050433788e-01
1.029177963377322292e-06,2.961663203963517746e-02,9.995613313376870979e-01
1.036592064277778489e-06,3.728748432653879175e-02,9.993045799512396687e-01
1.044050915001695567e-06,4.506694597129622115e-02,9.989839690303995434e-01
1.051552745929843568e-06,5.295589367992017960e-02,9.985968522499233391e-01
1.059095651685054361e-06,6.095514542072256320e-02,9.981405062643319281e-01
1.066677585676580690e-06,6.906545518769229008e-02,9.976121304888885266e-01
1.074296354618224719e-06,7.728750752649099498e-02,9.970088470917338741e-01
1.081949613041523086e-06,8.562191182342987483e-02,9.963277012180932202e-01
1.089634857827689931e-06,9.406919635922504630e-02,9.955656614684649242e-01
1.097349422784593050e-06,1.026298021309331732e-01,9.947196206536600416e-01
1.105090473297702302e-06,1.113040764472505995e-01,9.937863968504517809e-01
1.112855001086735431e-06,1.200922663043239719e-01,9.927627347824115045e-01
1.120639819102604740e-06,1.289945115513789764e-01,9.916453075512258186e-01
1.128441556602202777e-06,1.380108378578233652e-01,9.904307187443794902e-01
1.136256654441584875e-06,1.471411494960326027e-01,9.891155049455524484e-01
1.144081360631122894e-06,1.563852219567722079e-01,9.876961386743506877e-01
1.151911726199241535e-06,1.657426944171570549e-01,9.861690317820845930e-01
1.159743601414343286e-06,1.752130620841813868e-01,9.845305393301621022e-01
1.167572632417444608e-06,1.847956684401710625e-01,9.827769639772734322e-01
1.175394258320850501e-06,1.944896974199968598e-01,9.809045609008537614e-01
1.183203708830833930e-06,2.042941655535253087e-01,9.789095432773086136e-01
1.190996002454688994e-06,2.142079141105555640e-01,9.767880883441334428e-01
1.198765945354670788e-06,2.242296012893628954e-01,9.745363440653079801e-01
1.206508130913114502e-06,2.343576944939143314e-01,9.721504364192001812e-01
1.214216940074400615e-06,2.445904627488001415e-01,9.696264773256005887e-01
1.221886542530327746e-06,2.549259693048885889e-01,9.669605732254392683e-01
1.229510898815771904e-06,2.653620644926126260e-01,9.641488343231592317e-01
1.237083763381210833e-06,2.758963788835794295e-01,9.611873844976316361e-01
1.244598688707657507e-06,2.865263168247844661e-01,9.580723718828729751e-01
1.252049030527723569e-06,2.972490504130567146e-01,9.547999801146670462e-01
1.259427954213854787e-06,3.080615139803674074e-01,9.513664402334874870e-01
1.266728442391124161e-06,3.189603991632327107e-01,9.477680432278915434e-01
1.273943303827347956e-06,3.299421506315433628e-01,9.440011531958045765e-01
1.281065183647558507e-06,3.410029625536666886e-01,9.400622210938919254e-01
1.288086574913064461e-06,3.521387758755140651e-01,9.359477990375505430e-01
1.294999831597337387e-06,3.633452764913392419e-01,9.316545551059980390e-01
1.301797182981835189e-06,3.746178943832619290e-01,9.271792885985733479e-01
1.308470749484567360e-06,3.859518038048004307e-01,9.225189456797668885e-01
1.315012559922736979e-06,3.973419245809709510e-01,9.176706353417661832e-01
1.321414570198256194e-06,4.087829245937051881e-01,9.126316456045511227e-01
1.327668683381320273e-06,4.202692235163891232e-01,9.073994598649310905e-01
1.333766771152702356e-06,4.317949978551913759e-01,9.019717732975109925e-01
1.339700696550079974e-06,4.433541873475084771e-01,8.963465092025714176e-01
1.345462337947689405e-06,4.549405027592906547e-01,8.905218351883987804e-01
1.351043614182114294e-06,4.665474351132481989e-01,8.844961790688663505e-01
1.356436510720253643e-06,4.781682663690102753e-01,8.782682443512433990e-01
1.361633106748703051e-06,4.897960815642816712e-01,8.718370251844214103e-01
1.366625603047226944e-06,5.014237824130113319e-01,8.652018206342155793e-01
1.371406350492902942e-06,5.130441023426687286e-01,8.583622481502342083e-01
1.375967879026267221e-06,5.246496229380731569e-01,8.513182560881942251e-01
1.380302926896602763e-06,5.362327917440040670e-01,8.440701351525987661e-01
1.384404469990761356e-06,5.477859413632508723e-01,8.366185286275105160e-01
1.388265751038866393e-06,5.593013097710540782e-01,8.289644412678122132e-01
1.391880308481202911e-06,5.707710617512846696e-01,8.211092467299183628e-01
1.395242004773859580e-06,5.821873113444882009e-01,8.130546934293715333e-01
1.398345053906459587e-06,5.935421451833173823e-01,8.048029087231421963e-01
1.401184047903843097e-06,6.048276465771984522e-01,7.963564013266447583e-01
1.403753982084992079e-06,6.160359201955720732e-01,7.877180618894200625e-01
1.406050278856937750e-06,6.271591171879866700e-01,7.788911616689512263e-01
1.408068809828945355e-06,6.381894605699537371e-01,7.698793492589918186e-01
1.409805916042891106e-06,6.491192706960074998e-01,7.606866453468836831e-01
1.411258426129409383e-06,6.599409906360547140e-01,7.513174354933546129e-01
1.412423672215946097e-06,6.706472112680031961e-01,7.417764609479429172e-01
1.413299503432117120e-06,6.812306958989341465e-01,7.320688075331829303e-01
