8.744486933519413115e-07,1.748897386703882623e-06,5.999998686434091510e+00
1.885025634994976758e-06,2.712267100711601014e-02,5.687093304256916504e+00
1.797514231540292038e-06,5.172702824579848702e-02,5.362829388597922353e+00
1.732702634978286390e-06,7.479291949545159579e-02,5.126299158801544742e+00
1.693115929929147510e-06,9.744552114667166809e-02,4.967542335390529473e+00
1.673953859223953606e-06,1.204283351957235737e-01,4.870679077224155051e+00
1.671330743229607782e-06,1.442875461779259683e-01,4.820625990389123317e+00
1.677813946384192579e-06,1.689884550311603895e-01,4.802514421441301806e+00
1.690789623428625270e-06,1.946232660073276832e-01,4.800000000000000711e+00
1.703344117016582692e-06,2.205769360160332038e-01,4.797849659919653398e+00
1.710748788796495719e-06,2.461509048631800867e-01,4.784871044362498438e+00
1.713867973672683695e-06,2.712596792889610531e-01,4.755417436766357753e+00
1.710910479705704656e-06,2.954090036876538816e-01,4.709221646984258491e+00
1.701869187918300070e-06,3.183352437880063168e-01,4.649457432420957659e+00
1.690630677110223934e-06,3.405586975459438115e-01,4.578421567162509476e+00
1.674529083627447658e-06,3.614091547402387694e-01,4.502263955164345077e+00
1.658343039235867572e-06,3.817768147844060045e-01,4.421350017617946548e+00
1.640618506443568936e-06,4.013023684792396684e-01,4.339989498445748772e+00
1.623391624191757560e-06,4.204467515926909038e-01,4.258684022591870288e+00
1.606374856488866803e-06,4.391528384611617097e-01,4.179604848245153548e+00
1.590360192544174692e-06,4.576576093673832002e-01,4.103322815636676779e+00
1.576069223779261303e-06,4.762223553802786280e-01,4.030117038040920363e+00
1.562255064171613642e-06,4.945267829067479526e-01,3.962328183848442986e+00
1.551540250899549402e-06,5.134593636031580255e-01,3.897736044835655278e+00
1.541767684381024944e-06,5.324089845408268573e-01,3.839424472600458937e+00
1.533659470866179035e-06,5.516760686520585377e-01,3.787109138889328541e+00
1.528746362138219167e-06,5.719051138951953828e-01,3.739981425394241832e+00
1.525904999073103920e-06,5.927976255308108344e-01,3.699655291809115454e+00
1.525777664788626152e-06,6.147017930190246116e-01,3.666116319894468845e+00
1.528971912868509533e-06,6.379882801761531663e-01,3.639503522422899540e+00
1.535268984965316098e-06,6.627060366702710592e-01,3.620196692305180264e+00
1.544481535771457524e-06,6.889054332229902489e-01,3.607972687830749425e+00
1.556448500767199671e-06,7.166381586349467314e-01,3.601867535597683911e+00
1.570262644408304228e-06,7.455923347464161743e-01,3.600083992952964884e+00
1.585071839665677362e-06,7.754308280483942495e-01,3.599950041255623123e+00
1.599320101291758433e-06,8.054130006652351348e-01,3.598429915261982970e+00
1.612267678446213639e-06,8.351314593297780586e-01,3.592817913799787100e+00
1.623211127320644957e-06,8.641555642120388736e-01,3.581260661519563460e+00
1.630760817051042812e-06,8.916390078533170671e-01,3.563362247752114520e+00
1.635740400433349338e-06,9.178974908716539538e-01,3.539118542545411028e+00
1.638232707047793197e-06,9.428677450243585501e-01,3.509221646984258314e+00
1.638320249530891583e-06,9.664910824716633764e-01,3.474749170869464443e+00
1.636768473101353876e-06,9.891262715282802542e-01,3.436235630912810812e+00
1.633629386188540211e-06,1.010734728124942361e+00,3.394755582035060115e+00
1.628954236868606451e-06,1.031280380169619093e+00,3.351408584566923921e+00
1.624102952417117304e-06,1.051577451234526839e+00,3.305260661519563214e+00
1.618423716561624020e-06,1.071186920312861890e+00,3.257978585689027540e+00
1.611938283894958957e-06,1.090087760318601218e+00,3.210335379674393863e+00
1.604668210166645633e-06,1.108260058780081714e+00,3.163030464238918427e+00
1.597872863838650190e-06,1.126557846435162658e+00,3.114330763214184117e+00
1.590911862395425395e-06,1.144540908251435951e+00,3.065836039404970847e+00
1.583782099266263062e-06,1.162199813859029485e+00,3.017996669378345764e+00
1.576481124594410446e-06,1.179525445786379745e+00,2.971213639863488964e+00
1.569594027328586538e-06,1.196956596393265571e+00,2.924646303586035945e+00
1.563096985739100498e-06,1.214492622116253973e+00,2.878642006067456016e+00
1.556967905454584394e-06,1.232132874749964246e+00,2.833539651246250735e+00
1.551751805443482196e-06,1.250332389984622816e+00,2.788558529408064146e+00
1.546291809385312702e-06,1.268181771718667861e+00,2.746260985423366385e+00
1.541695020189014908e-06,1.286594405335531821e+00,2.704777247504361437e+00
1.537926193747371013e-06,1.305577632154190537e+00,2.664537227468526837e+00
1.534952531549395297e-06,1.325138876087565754e+00,2.625978041513459704e+00
1.533278304898681064e-06,1.345755058923336911e+00,2.588722709716840154e+00
1.532329415422177109e-06,1.366970125918364642e+00,2.554155536889576972e+00
1.533128829686596918e-06,1.389742680166255129e+00,2.521390935399369315e+00
1.535623512116301558e-06,1.414099349344285717e+00,2.491319073804353579e+00
1.539764977818441317e-06,1.440067964793504629e+00,2.464783102747780230e+00
1.546532029928919189e-06,1.468649121995736051e+00,2.441826250044482727e+00
1.556370289087350639e-06,1.500385746328045666e+00,2.423324509841550345e+00
1.570225394315073830e-06,1.536335637632203044e+00,2.409987998254901953e+00
1.588025731807759350e-06,1.576601086334728397e+00,2.402514421441301007e+00
1.609210928296194107e-06,1.620787985237854834e+00,2.400115977408129986e+00
1.632738315109998474e-06,1.667977271528928274e+00,2.399916007047034672e+00
1.655594491647992595e-06,1.715148250405279295e+00,2.397539906413989286e+00
